,PAROLES,Domaine,Langue
10068,"juste là où le leader d'un groupe devrait toujours être quelque chose comme ça, tu vois",20,bg
10069,"précisément là où un chef de groupe devrait toujours être quelque chose comme ça, voyez-vous",20,ca
10070,"exactement là où un chef d'équipe devrait toujours être comme ça, voyez-vous",20,ceb
10071,"exactement là où un chef d'équipe devrait toujours être, comme vous pouvez le voir",20,ny
10072,Exactement ce que doit être un chef d’équipe,20,zh-cn
10073,Exactement ce que doit être un chef d’équipe,20,zh-tw
10074,"précisément là où un chef de groupe devrait toujours être quelque chose comme ça, voyez-vous",20,co
10075,"exactement où le chef du groupe doit toujours être quelque chose comme ça, tu vois",20,hr
10076,exactement où le chef du groupe doit toujours être quelque chose comme vous voyez,20,cs
10077,"exactement là où un chef de groupe devrait toujours être quelque chose comme ça, voyez-vous",20,da
10078,"exactement là où un chef de groupe devrait toujours être quelque chose comme ça, voyez-vous",20,nl
10079,"précisément là où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,en
10080,là où un chef de groupe devrait toujours être quelque chose comme vous voyez,20,eo
10081,"juste là où le chef de groupe doit toujours être quelque chose comme ça, vous voyez",20,et
10082,exactement là où un chef de groupe devrait toujours être quelque chose que vous voyez,20,tl
10083,"juste au moment où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,fi
10084,"exactement là où un chef de groupe devrait toujours être quelque chose comme ça, vous voyez",20,fy
10085,précisément là où un chef de groupe doit toujours être quelque chose comme ça,20,gl
10086,Exactement là où le chef du groupe devrait toujours être ce que vous voyez,20,ka
10087,"Exactement là où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,de
10088,"juste là où un chef d'équipe devrait toujours être quelque chose comme ça, tu vois",20,el
10089,Certainement là où le chef de groupe devrait toujours être quelque chose que vous admirez,20,gu
10090,"précisément là où un chef de groupe doit toujours faire quelque chose comme ça, voyez-vous",20,ht
10091,exactement où le chef du groupe ressemble toujours à ce que vous voyez,20,ha
10092,"où le leadership de groupe est nécessaire, comme vous pouvez le constater",20,haw
10093,"Juste là où un chef d'équipe devrait toujours être quelque chose comme ça, voyez-vous",20,iw
10094,"Juste là où un chef d'équipe devrait toujours être quelque chose comme ça, voyez-vous",20,he
10095,"En fait, là où un chef de groupe devrait toujours être quelque chose que l'on voit",20,hi
10096,précisément là où un chef de groupe a toujours besoin de quelque chose comme vous voyez,20,hmn
10097,"exactement là où un chef de groupe devrait toujours être quelque chose comme ça, voyez-vous",20,hu
10098,précisément là où un chef d'équipe doit toujours être quelque chose comme vous le voyez,20,is
10099,exactement où un leader sera toujours quelque chose comme celui que vous voyez,20,ig
10100,précisément là où un chef de groupe doit toujours être comme vous le voyez,20,id
10101,précisément quand un chef de groupe doit toujours être quelque chose que l'on puisse voir,20,ga
10102,"juste là où un chef de groupe doit toujours être quelque chose comme ça, tu vois",20,it
10103,C'est exactement ce que devrait toujours être un chef de groupe.,20,ja
10104,exactement là où le chef du groupe devrait toujours être comme vous le voyez,20,jw
10105,Un chef de groupe doit toujours être ce que vous voyez,20,kn
10106,"ici, le chef d'équipe devrait toujours être ce que vous voyez",20,kk
10107,"Où les chefs d’équipe ont toujours quelque chose, comme vous pouvez le constater",20,km
10108,"Pour être précis, le chef de groupe devrait toujours être cette personne.",20,ko
10109,"exactement là où le chef du groupe devrait toujours être quelque chose comme ça, tu vois",20,ku
10110,Le leader du groupe doit toujours être visible pour vous,20,ky
10111,"Bien sûr, le chef du groupe doit être quelque chose que vous voyez",20,lo
10112,où le chef du groupe a toujours quelque chose qui ressemble à ce que tu vois,20,la
10113,"juste là où un chef de groupe doit toujours avoir quelque chose comme ça, voyez-vous",20,lv
10114,"c'est là que le chef de groupe doit toujours être quelqu'un comme ça, tu vois",20,lt
10115,"exactement là où un chef de groupe doit toujours être quelque chose comme ça, vous voyez",20,lb
10116,exactement où le leader du groupe doit toujours être quelque chose comme vous le voyez,20,mk
10117,la position du chef de groupe doit toujours être telle que vous la voyez,20,mg
10118,"exactement là où le chef de groupe doit toujours être, comme vous pouvez le voir",20,ms
10119,"À proprement parler, un chef de groupe doit toujours vous ressembler",20,ml
10120,"exactement là où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,mt
10121,Le leader du groupe devrait être dans quelque chose comme ça comme vous pouvez le voir,20,mi
10122,Exactement là où un chef de groupe devrait toujours être quelque chose que vous voyez,20,mr
10123,"Vous voyez, c'est ce qu'un chef de groupe devrait toujours être",20,mn
10124,"Un chef d’équipe est exactement là où vous devez être, comme vous pouvez le constater.",20,my
10125,Exactement là où un chef de groupe devrait toujours être quelque chose que vous voyez,20,ne
10126,"exactement là où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,no
10127,Juste là où un chef de groupe devrait toujours être quelque chose que vous voyez,20,or
10128,"Exactement là où le chef du groupe devrait toujours être, c'est ce que vous voyez",20,ps
10129,L'endroit exact où un chef de groupe devrait toujours se trouver ressemble à ce que vous voyez,20,fa
10130,exactement où le chef du groupe doit toujours être quelqu'un comme vous voyez,20,pl
10131,"précisément là où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,pt
10132,Exactement là où un chef de groupe devrait toujours être quelque chose que vous voyez,20,pa
10133,exactement là où un chef de groupe devrait toujours être quelque chose que vous voyez,20,ro
10134,"c'est là que le chef du groupe doit toujours être quelque chose comme ça, tu sais",20,ru
10135,le fait est qu'il devrait toujours y avoir un chef de groupe comme celui que vous voyez,20,sm
10136,juste là où un chef de groupe doit toujours être quelque chose comme ça tu vois,20,gd
10137,exactement où le leader du groupe doit toujours être quelque chose comme ça,20,sr
10138,exactement où le chef d'équipe devrait être quelque chose comme ce que vous voyez,20,st
10139,exactement là où le chef du groupe devrait toujours être quelque chose que vous voyez,20,sn
10140,Surtout là où un chef de groupe devrait toujours être quelque chose que vous admirez,20,sd
10141,Il est certain qu'un chef d'équipe devrait toujours être le genre de personne que l'on voit,20,si
10142,exactement où le chef du groupe doit toujours ressembler à ce que vous voyez,20,sk
10143,exactement là où le chef du groupe devrait toujours être quelque chose que vous voyez,20,sl
10144,exactement où un chef d'équipe est toujours la même chose que vous voyez,20,so
10145,C'est précisément là qu'un chef de groupe doit toujours être quelque chose comme vous voyez,20,es
10146,exactement là où le leader du groupe a toujours besoin de quelque chose comme ce que vous voyez,20,su
10147,surtout où le chef du groupe doit toujours être quelque chose comme vous voyez,20,sw
10148,"juste là où un chef de groupe doit toujours être quelque chose comme ça, tu vois",20,sv
10149,exactement là où le chef du groupe devrait toujours être quelque chose que vous voyez,20,tg
10150,Un chef d'équipe doit toujours être ce que vous voyez,20,ta
10151,Il est certain qu'un chef de groupe devrait toujours vous admirer,20,te
10152,Le chef du groupe doit toujours être celui que vous voyez.,20,th
10153,exactement là où un chef de groupe devrait être quelque chose comme vous le voyez toujours,20,tr
10154,exactement là où le chef du groupe devrait toujours être quelque chose comme ce que vous voyez,20,uk
10155,Surtout là où un chef de groupe devrait toujours être ce que vous voyez.,20,ur
10156,Le chef d'équipe doit toujours être ce que vous voyez,20,ug
10157,exactement là où le chef du groupe devrait toujours être quelque chose que vous voyez,20,uz
10158,"Exactement là où le chef d'équipe devrait toujours être, voyez-vous",20,vi
10159,exactement là où un chef de groupe doit être quelque chose comme vous le voyez toujours,20,cy
10160,exactement là où le chef d'équipe devrait toujours être quelque chose comme ce que vous voyez,20,xh
10161,"Justement là où un chef de groupe doit toujours être quelque chose comme ça, voyez-vous",20,yi
10162,"exactement là où un chef d'équipe doit généralement être quelque chose comme ça, vous voyez",20,yo
10163,exactement là où le chef d'équipe devrait toujours être quelque chose comme ce que vous voyez,20,zu
10164,ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera le gaspillage du fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,15,af
10165,ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de perdre le fait qu'il y a plus d'espace forcément construire des bâtiments un peu odieux partout où tu fais des trucs sous l'eau,15,sq
10166,"Ça ne va pas aller parce que d'ici là, soyons positifs et cela nous empêche de parler du fait qu'il y a plus d'espace et de construire des petits bâtiments odieux partout où vous faites des choses sous-marines.",15,am
10167,"Bon non parce qu'on aura trouvé un moyen d'ici là, soyons positifs et cela évitera de gaspiller comment dire qu'il y a forcément plus d'espace, construire des bâtiments un peu dégueulasses partout où l'on fait des trucs sous l'eau",15,ar
10168,ben non parce qu'on trouvera un moyen alors soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace définitivement construire des bâtiments un peu méchants partout où tu fais des trucs sous l'eau.,15,hy
10169,"eh bien non parce que nous aurons trouvé un moyen d'ici là, soyons positifs et évitons le gaspillage de comment dire que c'est plus d'espace.",15,az
10170,"eh bien non, soyons positifs car nous avons trouvé un moyen d'ici là qui évitera de gaspiller comment dire qu'il y a plus d'espace en construisant forcément des bâtiments un peu odieux partout où vous faites des trucs sous-marins",15,eu
10171,eh bien non parce que d'ici là nous trouverons un moyen soyons positifs et cela évitera de perdre comment dire qu'il y a plus d'espace assurez-vous de construire des bâtiments un peu hideux partout où vous faites des trucs sous-marins,15,be
10172,"Eh bien non parce que d'ici là nous avons trouvé un moyen, soyons positifs et évitons de perdre comment dire qu'il y a plus d'espace forcément construire des bâtiments où l'on travaille sous l'eau est un peu ennuyeux.",15,bn
10173,"ben non parce que d'ici là on trouvera un moyen, sois positif et comme ça on évitera de dépenser comment dire le fait qu'il y a plus d'espace construit forcément des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau",15,bs
10174,ben non car d'ici là on aura trouvé un moyen soyons positifs et ça évitera de perdre comment dire le fait qu'il y a plus d'espace par tous les moyens construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,15,bg
10175,ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de perdre le temps de dire le fait qu'il y a plus d'espace tu construis forcément des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau.,15,ca
10176,ben non parce qu'on a trouvé un moyen alors on sera positif et ça évitera de gaspiller comment dire la vérité qu'il y a plus d'espace il faut construire des bâtiments assez dégoutants partout où on fait des choses sous l'eau,15,ceb
10177,ben non car on aura trouvé un moyen d'ici là soyons sûrs et cela évitera des dégâts car on peut dire qu'il y a beaucoup d'endroits pour construire des maisons un peu sales partout où on fait des choses sous l'eau.,15,ny
10178,"Ben non, parce que d'ici là on trouvera un moyen, restons positifs, qui évitera de gaspiller comment dire qu'avoir plus d'espace, c'est forcément construire des bâtiments, quoi qu'on fasse sous l'eau. Tout, c'est un peu dégueulasse",15,zh-cn
10179,"Ben non, parce que d'ici là on trouvera un moyen, restons positifs, qui évitera de gaspiller comment dire qu'avoir plus d'espace, c'est forcément construire des bâtiments, quoi qu'on fasse sous l'eau. Tout, c'est un peu dégueulasse",15,zh-tw
