,PAROLES,Dimension Dialogique,Langue
793,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie de loin, rien ne se voit, nous essayons tous de mettre l'égalité entre toutes les maisons et les points publics, donc des espaces de collaboration",2,ku
794,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie en termes de distance, on ne voit rien, nous essayons tous d'établir une distance égale entre toutes les maisons et les points publics, donc des espaces partagés",2,ky
795,"Pour que tout le monde soit sur la même base - il n'y a pas de hiérarchie par distance, rien de ce que vous voyez nous essayons tous de faire l'égalité entre toute la maison et le point public, donc l'espace collaboratif.",2,lo
796,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance, il n'y a rien que l'on essaie tous de mettre une équidistance entre toutes les maisons et points publics donc espaces collaboratifs.",2,la
797,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance, il n'y a rien que l'on voit, nous essayons tous de mettre la même distance entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,lv
798,"pour que tout le monde soit sur un pied d'égalité - il n'y a pas de hiérarchie basée sur la distance, on ne voit rien, nous essayons tous de mettre la même distance entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,lt
799,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie de distance on ne voit rien, on essaie tous de mettre une équidistance entre toutes les maisons et les points publics donc des espaces de collaboration",2,lb
800,"donc tout le monde est sur le même pied - il n'y a pas de hiérarchie par distance, on ne voit rien, on essaie tous de mettre une équidistance entre tous les logements et les points publics, donc les espaces de coworking",2,mk
801,"pour que tout le monde ait la même place - il n'y a pas de hiérarchie de distance, on ne voit rien, on essaie tous de mettre de la distance entre toutes les maisons et lieux publics, donc espace de co-working.",2,mg
802,"pour que tout le monde soit sur un pied d'égalité - pas de hiérarchie par distance, rien que vous voyez, nous essayons tous de mettre une distance égale entre toutes les maisons et tous les lieux publics, d'où un espace de collaboration",2,ms
803,"Donc tout le monde est au même niveau, il n'y a pas de hiérarchie en termes de distance, on ne voit rien, on essaie tous d'établir une distance égale entre toutes les maisons et les points communs, donc les espaces collaboratifs.",2,ml
804,"pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie avec la distance, il n'y a rien que tu vois nous essayons tous de mettre une équidistance entre toutes les maisons et les points publics donc des espaces collaboratifs",2,mt
805,tout le monde devrait avoir la même position - il n'y a pas de hiérarchie par distance et rien et vous pouvez voir que nous essayons tous d'établir un équilibre entre toutes les maisons et tous les espaces publics donc les espaces de coworking.,2,mi
806,"Pour que tout le monde soit sur un pied d'égalité - pas de hiérarchie en termes de distance, rien que l'on ne puisse voir.",2,mr
807,"De cette façon, tout le monde sera au même niveau - il n'y a pas de hiérarchie en termes de distance, il n'y a rien que l'on puisse voir, nous essayons tous d'établir la même distance entre toutes les maisons et tous les points publics, c'est donc un espace collaboratif.",2,mn
808,"Tout le monde est donc sur le même pied : il n'y a pas de hiérarchie par distance, nous essayons tous de trouver un équilibre entre les logements et les espaces publics, donc collaboratifs.",2,my
809,"Pour que tout le monde soit sur un pied d'égalité - il n'y a pas de hiérarchie par distance, il n'y a rien que vous voyez, nous essayons tous de garder une distance égale entre toutes les maisons et les points publics donc les espaces solidaires.",2,ne
810,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie selon la distance, on ne voit rien, on essaie tous de trouver un équilibre entre tous les logements et les points publics, donc des espaces collaboratifs",2,no
811,Pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie au loin où l'on ne voit rien.,2,or
812,"Pour que tout le monde soit sur la même scène, il n'y a pas de hiérarchie par distance. Nous essayons tous d'avoir une distance égale entre toutes les maisons et tous les points publics, donc des espaces de collaboration.",2,ps
813,"Pour que tout le monde soit au même niveau, il n'y a pas de hiérarchie en termes de distance.",2,fa
814,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance, rien ne se voit, nous essayons tous d'assurer une distance égale entre tous les logements et points publics, et donc des espaces de collaboration",2,pl
815,"pour que tout le monde soit sur un pied d'égalité - il n'y a pas de hiérarchie par distance, il n'y a rien, voyez-vous, nous essayons tous de mettre une équidistance entre toutes les maisons et les points publics, donc des espaces collaboratifs",2,pt
816,"Pour que tout le monde soit au même niveau, il n'y a pas de hiérarchie par distance. Nous essayons tous de garder une égalité entre toutes les maisons et les points publics donc les espaces collaboratifs.",2,pa
817,"que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance ce n'est rien d'après ce que tu vois, nous essayons tous de mettre une équidistance entre tous les logements et points publics donc des espaces de collaboration",2,ro
818,"pour que tout le monde soit sur un pied d'égalité - il n'y a pas de hiérarchie par distance, on ne voit rien, nous essayons tous d'assurer l'équidistance entre tous les logements et les espaces publics, donc les espaces collaboratifs",2,ru
819,"pour que tout le monde soit au même niveau - il n'y a aucune restriction sur la distance, vous ne voyez rien, nous essayons tous de mettre une distance égale entre toutes les maisons et tous les lieux publics pour que les possibilités fonctionnent ensemble.",2,sm
820,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie de distance il n'y a rien qui se voit nous essayons tous de mettre l'égalité entre tous les logements et les points publics et donc les espaces collaboratifs,2,gd
821,"donc tout le monde est sur le même pied - il n'y a pas de hiérarchie par distance il n'y a rien que l'on voit nous essayons tous de mettre une équidistance entre tous les logements et les points publics, donc des espaces de collaboration",2,sr
822,"pour que tout le monde soit au même niveau - il n'y a pas de hiérarchie par distance, il n'y a rien que l'on voit, nous essayons tous de mettre une équidistance entre toutes les familles et les facteurs sociaux et donc des espaces partagés.",2,st
823,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie et rien ne se voit nous essayons tous de mettre une équidistance entre toutes les maisons et lieux publics donc lieux de connexion.,2,sn
824,"Pour que tout le monde soit sur la même longueur d’onde, il n’y a pas de hiérarchie en termes de distance. Vous ne voyez rien.",2,sd
825,"Comme tout le monde est sur le même pied - il n'y a pas de hiérarchie en termes de distance - on ne voit rien, nous essayons tous de garder une distance égale entre toutes les maisons et les espaces publics, donc les espaces de collaboration",2,si
826,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie basée sur la distance, on ne voit rien, nous aspirons tous à une distance égale entre toutes les maisons et les points publics, c'est-à-dire les espaces de collaboration",2,sk
827,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie basée sur la distance, on ne voit rien, nous essayons tous d'établir une distance égale entre tous les logements et les points publics, c'est-à-dire les espaces de collaboration",2,sl
828,"pour que tout le monde soit pareil - il n'y a pas de hiérarchie, pas de distance, peu importe ce que vous voyez, nous essayons tous de mettre l'égalité dans tous les logements et espaces publics, c'est donc un espace collaboratif.",2,so
829,"pour que nous soyons tous à égalité - il n'y a pas de hiérarchie basée sur la distance, rien ne se voit, nous essayons tous de mettre une équidistance entre tous les logements et points publics, donc des espaces collaboratifs",2,es
830,pour que tout le monde soit égal sur le même pied - il n'y a pas de hiérarchie par distance rien tu vois on essaie tous de mettre la même distance entre toutes les maisons et le point commun devient un espace de collaboration,2,su
831,"pour que tout le monde soit sur un pied d'égalité - il n'y a pas de leadership à distance, rien que vous voyez, nous essayons tous de maintenir un équilibre entre toutes les maisons et tous les lieux publics afin qu'il y ait des opportunités de collaboration.",2,sw
832,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance il n'y a rien que l'on voit nous essayons tous de mettre une distance égale entre tous les logements et les points publics donc des espaces collaboratifs,2,sv
833,"pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie en termes de distance, il n'y a rien que l'on puisse voir, nous essayons tous de mettre une distance égale entre toutes les maisons et les lieux publics, donc les espaces partagés",2,tg
834,"Donc tout le monde est sur le même pied – vous voyez, il n’y a pas de hiérarchie au loin, nous essayons tous de garder un équilibre entre toutes les maisons et les points communs, donc les espaces collectifs.",2,ta
835,"Donc tout le monde est sur le même pied - pas de hiérarchie par distance - rien de visible, on essaie tous de garder une distance égale entre tous les logements et les points publics donc les espaces collaboratifs",2,te
836,"Pour que tout le monde soit au même endroit, il n’y a pas de hiérarchie basée sur la distance. Rien que tu vois Nous essayons tous de créer une distance égale entre toutes les maisons et tous les points publics. Ainsi, l’espace collaboratif",2,th
837,donc tout le monde est au même niveau - pas de hiérarchie par distance rien que vous voyez nous essayons tous de garder une distance égale entre toutes les maisons et les espaces publics donc les espaces collaboratifs,2,tr
838,"pour que tout le monde soit dans les mêmes conditions - il n'y a pas de hiérarchie par distance, on ne voit rien, nous essayons tous d'établir une distance égale entre toutes les maisons et les lieux publics, donc des espaces de coopération",2,uk
839,"Pour que tout le monde soit au même niveau, il n’y a pas de hiérarchie en termes de distance. Il n’y a rien que l’on voit.",2,ur
840,"Donc tout le monde va au même endroit - il n'y a pas de niveau entre les deux, rien que vous voyez, nous essayons tous de trouver un équilibre entre toutes les pièces et tous les espaces publics, donc l'espace coopératif",2,ug
841,"Donc tout le monde est sur le même pied - pas de hiérarchie de distance, pas de ce que vous voyez, nous essayons tous de mettre une distance égale entre toutes les maisons et tous les espaces publics, donc des espaces collaboratifs",2,uz
842,"pour que tout le monde soit sur la même longueur d'onde - il n'y a pas de hiérarchie par distance, on ne voit rien, nous essayons tous de trouver un équilibre entre toutes les maisons et tous les lieux publics, c'est donc un espace collaboratif",2,vi
843,pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie à distance il n'y a rien que l'on voit nous essayons tous d'équilibrer tous les logements et les points publics donc des espaces collaboratifs,2,cy
844,pour que tout le monde soit placé au même niveau - il n'y a pas de liste des travailleurs par distance rien que vous voyez nous essayons tous de mettre l'équidistance entre tous les logements et les espaces publics donc des espaces de collaboration,2,xh
845,"Pour que tout le monde soit sur le même pied - il n'y a pas de hiérarchie par distance, il n'y a rien vous nous voyez tous essayer de mettre une équidistance entre tous les logements et les points publics, donc des espaces collaboratifs",2,yi
846,pour que tout le monde soit sur le même pied - il n'y a pas de classement par distance et rien ne se voit que nous essayons tous de mettre un équilibre entre tous les bâtiments et espaces publics donc des espaces de collaboration,2,yo
847,"pour que tout le monde soit sur le même pied - il n'y a pas de leadership par distance, rien ne se voit, nous essayons tous de mettre une équidistance entre tous les foyers et points communautaires, donc des espaces de coopération",2,zu
